doc_id,org,year,orig_path,clean_path,orig_encoding,bytes,sha1
2ed596da1581c38a385e47e4a7378c93f4ca6304,fatf,2015,fatf_2015.txt,fatf_2015.txt,utf-8,125736,2ed596da1581c38a385e47e4a7378c93f4ca6304
163796b82627419d03d1aed3d864bc3e8a76ab12,fatf,2016,fatf_2016.txt,fatf_2016.txt,utf-8,132488,163796b82627419d03d1aed3d864bc3e8a76ab12
6a365740c7008ac1875483be60064c58994467ed,fatf,2017,fatf_2017.txt,fatf_2017.txt,utf-8,133196,6a365740c7008ac1875483be60064c58994467ed
a3ddfdc662e43fcd497348590c868735cc8ea677,fatf,2019,fatf_2019.txt,fatf_2019.txt,utf-8,86159,a3ddfdc662e43fcd497348590c868735cc8ea677
77e66e6a0c42b6de7d76635b5e6537305527c5d9,fatf,2020,fatf_2020.txt,fatf_2020.txt,utf-8,119323,77e66e6a0c42b6de7d76635b5e6537305527c5d9
993c42f209e92adfc527bd814de866463efc8b60,fatf,2021,fatf_2021.txt,fatf_2021.txt,utf-8,91274,993c42f209e92adfc527bd814de866463efc8b60
b1d7e927d210e0b40310937182c6f8966da2055d,fatf,2022,fatf_2022.txt,fatf_2022.txt,utf-8,100912,b1d7e927d210e0b40310937182c6f8966da2055d
f8b96b70e3ae183d234487d26cc3f2f2d3a6e55a,fatf,2023,fatf_2023.txt,fatf_2023.txt,utf-8,87437,f8b96b70e3ae183d234487d26cc3f2f2d3a6e55a
b32e6740e9ea767e438b355340ee4971c7c3c708,fatf,2024,fatf_2024.txt,fatf_2024.txt,utf-8,73206,b32e6740e9ea767e438b355340ee4971c7c3c708
e7afc57b192bc74576a11c37999570e446ac338e,oascicad,2000,oascicad_2000.txt,oascicad_2000.txt,utf-8,12555,e7afc57b192bc74576a11c37999570e446ac338e
5de86a4153a02030320367f031ea389c0777c1fa,oascicad,2001,oascicad_2001.txt,oascicad_2001.txt,utf-8,14968,5de86a4153a02030320367f031ea389c0777c1fa
0974203977465baaef8f129a1fbd06d288a7108d,oascicad,2002,oascicad_2002.txt,oascicad_2002.txt,utf-8,142340,0974203977465baaef8f129a1fbd06d288a7108d
84c63cf8f5793000e0588856781dfba8301b28cc,oascicad,2003,oascicad_2003.txt,oascicad_2003.txt,utf-8,134050,84c63cf8f5793000e0588856781dfba8301b28cc
687b155ea71cd1c6e544e8cf11d6053b3d594290,oascicad,2007,oascicad_2007.txt,oascicad_2007.txt,utf-8,32053,687b155ea71cd1c6e544e8cf11d6053b3d594290
eb43b5d8909d97c8262900cb6e45dee9df1c955d,oascicad,2010,oascicad_2010.txt,oascicad_2010.txt,utf-8,17703,eb43b5d8909d97c8262900cb6e45dee9df1c955d
feb83c8a890464de0756c53e6667032099a2b041,oascicad,2014,oascicad_2014.txt,oascicad_2014.txt,utf-8,87718,feb83c8a890464de0756c53e6667032099a2b041
9be5b97e66fef8a696a5ef284337ab1f77ded164,oascicad,2018,oascicad_2018.txt,oascicad_2018.txt,utf-8,61402,9be5b97e66fef8a696a5ef284337ab1f77ded164
da0facb12218ece0a59bada263c3994f436b97eb,oascicad,2021,oascicad_2021.txt,oascicad_2021.txt,utf-8,53828,da0facb12218ece0a59bada263c3994f436b97eb
c42e634a841bbc197de9be3157882dfa7cec0ea0,oascicad,2022,oascicad_2022.txt,oascicad_2022.txt,utf-8,65773,c42e634a841bbc197de9be3157882dfa7cec0ea0
7b4bd6bb9fed3e4b4dc0b74a7f687860c827da12,oascicad,2023,oascicad_2023.txt,oascicad_2023.txt,utf-8,68358,7b4bd6bb9fed3e4b4dc0b74a7f687860c827da12
3c965a06a2ee64b3bf658ee22ac2e7ffa4352345,unoda,1994,unoda_1994.txt,unoda_1994.txt,utf-8,365232,3c965a06a2ee64b3bf658ee22ac2e7ffa4352345
afbac3b7469bde6ce61dc68a5e5824320f4571b5,unoda,1995,unoda_1995.txt,unoda_1995.txt,utf-8,304252,afbac3b7469bde6ce61dc68a5e5824320f4571b5
050387b92d3ca7af9981bcb16122520eb0e8909f,unoda,1996,unoda_1996.txt,unoda_1996.txt,utf-8,133324,050387b92d3ca7af9981bcb16122520eb0e8909f
9a7848ba2fc314c77a37dfb0aab8562bf9d9484d,unoda,1997,unoda_1997.txt,unoda_1997.txt,utf-8,37080,9a7848ba2fc314c77a37dfb0aab8562bf9d9484d
bf880eff0d5b586756338f377cbfedc6a7ce426f,unoda,1998,unoda_1998.txt,unoda_1998.txt,utf-8,106609,bf880eff0d5b586756338f377cbfedc6a7ce426f
93c2630545d7ff799f447cd8b644509a79656374,unoda,1999,unoda_1999.txt,unoda_1999.txt,utf-8,28578,93c2630545d7ff799f447cd8b644509a79656374
9a6e74c8476fb9f36fd0d7a8826a0ff4aacec86d,unoda,2000,unoda_2000.txt,unoda_2000.txt,utf-8,26956,9a6e74c8476fb9f36fd0d7a8826a0ff4aacec86d
513b577ac62a2e5f2f94d6a78f1d450754d98135,unoda,2001,unoda_2001.txt,unoda_2001.txt,utf-8,29838,513b577ac62a2e5f2f94d6a78f1d450754d98135
eacf320ab0ff3a7c82034a374d3a3f5f324ad97e,unoda,2002,unoda_2002.txt,unoda_2002.txt,utf-8,33270,eacf320ab0ff3a7c82034a374d3a3f5f324ad97e
d1af49b0c093b09cd0a2f814fd01637f5b93b245,unoda,2003,unoda_2003.txt,unoda_2003.txt,utf-8,30517,d1af49b0c093b09cd0a2f814fd01637f5b93b245
3bd0ff46ef7156ed303dd99d11bb30b6bbe222f2,unoda,2004,unoda_2004.txt,unoda_2004.txt,utf-8,31291,3bd0ff46ef7156ed303dd99d11bb30b6bbe222f2
f7b8dc7b71a30601d17dd57309bf97b6bdcb9895,unoda,2005,unoda_2005.txt,unoda_2005.txt,utf-8,26062,f7b8dc7b71a30601d17dd57309bf97b6bdcb9895
b64056f9a6d62aa57863618250c19540972f4507,unoda,2006,unoda_2006.txt,unoda_2006.txt,utf-8,17357,b64056f9a6d62aa57863618250c19540972f4507
6deb95a340647b19ceb21b65ee537ff84c8cb7a1,unoda,2007,unoda_2007.txt,unoda_2007.txt,utf-8,35749,6deb95a340647b19ceb21b65ee537ff84c8cb7a1
e9cd0140ad5eb020d71f930090b751ad78a0ed6d,unoda,2008,unoda_2008.txt,unoda_2008.txt,utf-8,33615,e9cd0140ad5eb020d71f930090b751ad78a0ed6d
749be5f0edf2710ef0a38453a5f21cf384b85c1e,unoda,2009,unoda_2009.txt,unoda_2009.txt,utf-8,41674,749be5f0edf2710ef0a38453a5f21cf384b85c1e
43d9e96fb46c5973ae19e21f329fc733e6c28997,unoda,2010,unoda_2010.txt,unoda_2010.txt,utf-8,30437,43d9e96fb46c5973ae19e21f329fc733e6c28997
c491e8ae581754df58b0e163348ac6c1053a1f4c,unoda,2012,unoda_2012.txt,unoda_2012.txt,utf-8,36964,c491e8ae581754df58b0e163348ac6c1053a1f4c
ffc7025194337434e6b36e51291ba033d46f3c39,unoda,2014,unoda_2014.txt,unoda_2014.txt,utf-8,60913,ffc7025194337434e6b36e51291ba033d46f3c39
d3f5503f24890dd354c7d03d717d3d5b492d2d11,unoda,2015,unoda_2015.txt,unoda_2015.txt,utf-8,60834,d3f5503f24890dd354c7d03d717d3d5b492d2d11
a0fe65a5d3473186d62b6c81d4252ba5920184fc,unoda,2016,unoda_2016.txt,unoda_2016.txt,utf-8,45052,a0fe65a5d3473186d62b6c81d4252ba5920184fc
b54b0effbca2e97de9626832d0a11aadbff9bafd,unoda,2017,unoda_2017.txt,unoda_2017.txt,utf-8,52171,b54b0effbca2e97de9626832d0a11aadbff9bafd
ba2e7fcc515fd5d919e00220127a79235925e7a5,unoda,2018,unoda_2018.txt,unoda_2018.txt,utf-8,25252,ba2e7fcc515fd5d919e00220127a79235925e7a5
e0e4c813fef8db66645b22bba7fcf09aa43a6400,unoda,2019,unoda_2019.txt,unoda_2019.txt,utf-8,23622,e0e4c813fef8db66645b22bba7fcf09aa43a6400
0335f18254471c1e7546598733ae6ccb4ef14358,unoda,2020,unoda_2020.txt,unoda_2020.txt,utf-8,36158,0335f18254471c1e7546598733ae6ccb4ef14358
17e374b1645e48343f40173f03b9e15ebe71b964,unoda,2021,unoda_2021.txt,unoda_2021.txt,utf-8,42761,17e374b1645e48343f40173f03b9e15ebe71b964
795b30f1b0e2ded121abee8aa3a17deb8a6ff50f,unoda,2023,unoda_2023.txt,unoda_2023.txt,utf-8,55638,795b30f1b0e2ded121abee8aa3a17deb8a6ff50f
da799029f6d9e53495a01e203eaee640546301fc,unoda,2024,unoda_2024.txt,unoda_2024.txt,utf-8,50881,da799029f6d9e53495a01e203eaee640546301fc
